program_name,university,comments,date_added,entry_url,applicant_status,acceptance_date,rejection_date,start_term,student_type,gre_score,gre_v_score,degree,gpa,gre_aw,raw_listing,source_page
Rejected on May 21 Fall 2026 International GPA 3.71,Rejected on May 21 Fall 2026 International GPA 3.71,,Rejected on May 21,https://www.thegradcafe.com/survey?page=3&sort=newest,Rejected,,May 21,Fall 2026,International,,,,3.71,,Rejected on May 21 Fall 2026 International GPA 3.71,https://www.thegradcafe.com/survey?page=3&sort=newest
Pennsylvania State University,Pennsylvania State University,,Pennsylvania State University,https://www.thegradcafe.com/result/1020242,Rejected,,May 21,,,,,PhD,,,"Pennsylvania State University Health Policy and Administration PhD May 21, 2026 Rejected on May 21 Total comments",https://www.thegradcafe.com/survey?page=3&sort=newest
Rejected on May 21 Fall 2026 American,Rejected on May 21 Fall 2026 American,,Rejected on May 21,https://www.thegradcafe.com/survey?page=3&sort=newest,Rejected,,May 21,Fall 2026,American,,,,,,Rejected on May 21 Fall 2026 American,https://www.thegradcafe.com/survey?page=3&sort=newest
None,Waitlisted in Jan. Received rejection today,,,https://www.thegradcafe.com/survey?page=3&sort=newest,Waitlisted,,,,,,,,,,Waitlisted in Jan. Received rejection today,https://www.thegradcafe.com/survey?page=3&sort=newest
University of Georgia,University of Georgia,,University of Georgia,https://www.thegradcafe.com/result/1020241,Rejected,,May 21,,,,,PhD,,,"University of Georgia Health Services Research and Policy PhD May 21, 2026 Rejected on May 21 Total comments",https://www.thegradcafe.com/survey?page=3&sort=newest
University of South Florida,University of South Florida,,University of South Florida,https://www.thegradcafe.com/result/1020239,Rejected,,May 19,,,,,Masters,,,"University of South Florida Public Health Masters May 20, 2026 Rejected on May 19 Total comments",https://www.thegradcafe.com/survey?page=3&sort=newest
Rejected on May 19 Fall 2026 American GPA 3.00,Rejected on May 19 Fall 2026 American GPA 3.00,,Rejected on May 19,https://www.thegradcafe.com/survey?page=3&sort=newest,Rejected,,May 19,Fall 2026,American,,,,3.00,,Rejected on May 19 Fall 2026 American GPA 3.00,https://www.thegradcafe.com/survey?page=3&sort=newest
Columbia University,Columbia University,,Columbia University,https://www.thegradcafe.com/result/1020238,Accepted,May 20,,,,,,Masters,,,"Columbia University Artificial Intelligence Masters May 20, 2026 Accepted on May 20 Total comments",https://www.thegradcafe.com/survey?page=3&sort=newest
Accepted on May 20 Fall 2026 American GPA 4.00,Accepted on May 20 Fall 2026 American GPA 4.00,,Accepted on May 20,https://www.thegradcafe.com/survey?page=3&sort=newest,Accepted,May 20,,Fall 2026,American,,,,4.00,,Accepted on May 20 Fall 2026 American GPA 4.00,https://www.thegradcafe.com/survey?page=3&sort=newest
University of Notre Dame,University of Notre Dame,,University of Notre Dame,https://www.thegradcafe.com/result/1020237,Rejected,,May 19,,,,,PhD,,,"University of Notre Dame Physics PhD May 20, 2026 Rejected on May 19 Total comments",https://www.thegradcafe.com/survey?page=3&sort=newest
Rejected on May 19 Fall 2026 American GPA 3.89,Rejected on May 19 Fall 2026 American GPA 3.89,,Rejected on May 19,https://www.thegradcafe.com/survey?page=3&sort=newest,Rejected,,May 19,Fall 2026,American,,,,3.89,,Rejected on May 19 Fall 2026 American GPA 3.89,https://www.thegradcafe.com/survey?page=3&sort=newest
Georgia Institute of Technology,Georgia Institute of Technology,,Georgia Institute of Technology,https://www.thegradcafe.com/result/1020236,Rejected,,May 20,,,,,Masters,,,"Georgia Institute of Technology Robotics Masters May 20, 2026 Rejected on May 20 Total comments",https://www.thegradcafe.com/survey?page=3&sort=newest
Rejected on May 20 Fall 2026 American GPA 3.60,Rejected on May 20 Fall 2026 American GPA 3.60,,Rejected on May 20,https://www.thegradcafe.com/survey?page=3&sort=newest,Rejected,,May 20,Fall 2026,American,,,,3.60,,Rejected on May 20 Fall 2026 American GPA 3.60,https://www.thegradcafe.com/survey?page=3&sort=newest
"University of California, San Diego","University of California, San Diego",,"University of California, San Diego",https://www.thegradcafe.com/result/1020235,Rejected,,Apr 14,,,,,Masters,,,"University of California, San Diego Electrical And Computer Engineering Masters May 20, 2026 Rejected on Apr 14 Total comments",https://www.thegradcafe.com/survey?page=3&sort=newest
Rejected on Apr 14 Fall 2026 International GRE 139 GRE V 164 GRE AW 3.00 GPA 3.42,Rejected on Apr 14 Fall 2026 International GRE 139 GRE V 164 GRE AW 3.00 GPA 3.42,,Rejected on Apr 14,https://www.thegradcafe.com/survey?page=3&sort=newest,Rejected,,Apr 14,Fall 2026,International,139,164,,3.42,3.00,Rejected on Apr 14 Fall 2026 International GRE 139 GRE V 164 GRE AW 3.00 GPA 3.42,https://www.thegradcafe.com/survey?page=3&sort=newest
University of Alberta,University of Alberta,,University of Alberta,https://www.thegradcafe.com/result/1020234,Rejected,,May 20,,,,,PhD,,,"University of Alberta Mathematics PhD May 20, 2026 Rejected on May 20 Total comments",https://www.thegradcafe.com/survey?page=3&sort=newest
Rejected on May 20 Fall 2026 International GPA 3.36,Rejected on May 20 Fall 2026 International GPA 3.36,,Rejected on May 20,https://www.thegradcafe.com/survey?page=3&sort=newest,Rejected,,May 20,Fall 2026,International,,,,3.36,,Rejected on May 20 Fall 2026 International GPA 3.36,https://www.thegradcafe.com/survey?page=3&sort=newest
Stockholm University,Stockholm University,,Stockholm University,https://www.thegradcafe.com/result/1020233,Rejected,,May 19,,,,,PhD,,,"Stockholm University Political Science PhD May 19, 2026 Rejected on May 19 Total comments",https://www.thegradcafe.com/survey?page=3&sort=newest
Rejected on May 19 Fall 2026 International,Rejected on May 19 Fall 2026 International,,Rejected on May 19,https://www.thegradcafe.com/survey?page=3&sort=newest,Rejected,,May 19,Fall 2026,International,,,,,,Rejected on May 19 Fall 2026 International,https://www.thegradcafe.com/survey?page=3&sort=newest
Delft University of Technology,Delft University of Technology,,Delft University of Technology,https://www.thegradcafe.com/result/1020232,Accepted,May 19,,,,,,Masters,,,"Delft University of Technology Applied Physics Masters May 19, 2026 Accepted on May 19 Total comments",https://www.thegradcafe.com/survey?page=3&sort=newest
Accepted on May 19 Fall 2026 International GPA 3.69,Accepted on May 19 Fall 2026 International GPA 3.69,,Accepted on May 19,https://www.thegradcafe.com/survey?page=3&sort=newest,Accepted,May 19,,Fall 2026,International,,,,3.69,,Accepted on May 19 Fall 2026 International GPA 3.69,https://www.thegradcafe.com/survey?page=3&sort=newest
Ecole Polytechnique Federale De Lausanne (EPFL),Ecole Polytechnique Federale De Lausanne (EPFL),,Ecole Polytechnique Federale De Lausanne (EPFL),https://www.thegradcafe.com/result/1020231,Rejected,,Mar 31,,,,,Masters,,,"Ecole Polytechnique Federale De Lausanne (EPFL) Statistics Masters May 19, 2026 Rejected on Mar 31 Total comments",https://www.thegradcafe.com/survey?page=3&sort=newest
Rejected on Mar 31 Fall 2026 International GPA 4.00,Rejected on Mar 31 Fall 2026 International GPA 4.00,,Rejected on Mar 31,https://www.thegradcafe.com/survey?page=3&sort=newest,Rejected,,Mar 31,Fall 2026,International,,,,4.00,,Rejected on Mar 31 Fall 2026 International GPA 4.00,https://www.thegradcafe.com/survey?page=3&sort=newest
University of Manchester,University of Manchester,,University of Manchester,https://www.thegradcafe.com/result/1020230,Rejected,,May 19,,American,,,PhD,,,"University of Manchester English and American Literature PhD May 19, 2026 Rejected on May 19 Total comments",https://www.thegradcafe.com/survey?page=3&sort=newest
Florida International University,Florida International University,,Florida International University,https://www.thegradcafe.com/result/1020228,Accepted,May 01,,,International,,,PhD,,,"Florida International University Biology PhD May 18, 2026 Accepted on May 01 Total comments",https://www.thegradcafe.com/survey?page=4&sort=newest
Accepted on May 01 Fall 2026 International GPA 3.71,Accepted on May 01 Fall 2026 International GPA 3.71,,Accepted on May 01,https://www.thegradcafe.com/survey?page=4&sort=newest,Accepted,May 01,,Fall 2026,International,,,,3.71,,Accepted on May 01 Fall 2026 International GPA 3.71,https://www.thegradcafe.com/survey?page=4&sort=newest
Johns Hopkins Bloomberg School of Public Health,Johns Hopkins Bloomberg School of Public Health,,Johns Hopkins Bloomberg School of Public Health,https://www.thegradcafe.com/result/1020227,Accepted,May 18,,,,,,Masters,,,"Johns Hopkins Bloomberg School of Public Health Environmental Health Sciences Masters May 18, 2026 Accepted on May 18 Total comments",https://www.thegradcafe.com/survey?page=4&sort=newest
Accepted on May 18 Fall 2026 American GPA 4.00,Accepted on May 18 Fall 2026 American GPA 4.00,,Accepted on May 18,https://www.thegradcafe.com/survey?page=4&sort=newest,Accepted,May 18,,Fall 2026,American,,,,4.00,,Accepted on May 18 Fall 2026 American GPA 4.00,https://www.thegradcafe.com/survey?page=4&sort=newest
Ecole Polytechnique Federale De Lausanne (EPFL),Ecole Polytechnique Federale De Lausanne (EPFL),,Ecole Polytechnique Federale De Lausanne (EPFL),https://www.thegradcafe.com/result/1020226,Accepted,May 05,,,,,,PhD,,,"Ecole Polytechnique Federale De Lausanne (EPFL) EDMT PhD May 18, 2026 Accepted on May 05 Total comments",https://www.thegradcafe.com/survey?page=4&sort=newest
Accepted on May 05 Spring 2026 International GPA 3.97,Accepted on May 05 Spring 2026 International GPA 3.97,,Accepted on May 05,https://www.thegradcafe.com/survey?page=4&sort=newest,Accepted,May 05,,Spring 2026,International,,,,3.97,,Accepted on May 05 Spring 2026 International GPA 3.97,https://www.thegradcafe.com/survey?page=4&sort=newest
West Chester University of Pennsylvania,West Chester University of Pennsylvania,,West Chester University of Pennsylvania,https://www.thegradcafe.com/result/1020225,Accepted,May 18,,,,,,Masters,,,"West Chester University of Pennsylvania Psychology Masters May 18, 2026 Accepted on May 18 Total comments",https://www.thegradcafe.com/survey?page=4&sort=newest
Accepted on May 18 Fall 2026 American GPA 3.70,Accepted on May 18 Fall 2026 American GPA 3.70,,Accepted on May 18,https://www.thegradcafe.com/survey?page=4&sort=newest,Accepted,May 18,,Fall 2026,American,,,,3.70,,Accepted on May 18 Fall 2026 American GPA 3.70,https://www.thegradcafe.com/survey?page=4&sort=newest
university of british columbia,university of british columbia,,university of british columbia,https://www.thegradcafe.com/result/1020224,Rejected,,May 19,,,,,PhD,,,"university of british columbia Biomedical Engineering PhD May 17, 2026 Rejected on May 19 Total comments",https://www.thegradcafe.com/survey?page=4&sort=newest
Rejected on May 19 Fall 2026 International,Rejected on May 19 Fall 2026 International,,Rejected on May 19,https://www.thegradcafe.com/survey?page=4&sort=newest,Rejected,,May 19,Fall 2026,International,,,,,,Rejected on May 19 Fall 2026 International,https://www.thegradcafe.com/survey?page=4&sort=newest
University of Vermont,University of Vermont,,University of Vermont,https://www.thegradcafe.com/result/1020223,Accepted,Apr 22,,,,,,PhD,,,"University of Vermont Organic Chemistry PhD May 17, 2026 Accepted on Apr 22 Total comments",https://www.thegradcafe.com/survey?page=4&sort=newest
Accepted on Apr 22 Fall 2026 International,Accepted on Apr 22 Fall 2026 International,,Accepted on Apr 22,https://www.thegradcafe.com/survey?page=4&sort=newest,Accepted,Apr 22,,Fall 2026,International,,,,,,Accepted on Apr 22 Fall 2026 International,https://www.thegradcafe.com/survey?page=4&sort=newest
University of Massachusetts,University of Massachusetts,,University of Massachusetts,https://www.thegradcafe.com/result/1020222,Rejected,,Apr 01,,,,,PhD,,,"University of Massachusetts Finance PhD May 16, 2026 Rejected on Apr 01 Total comments",https://www.thegradcafe.com/survey?page=4&sort=newest
Rejected on Apr 01 Fall 2026 International GPA 3.60,Rejected on Apr 01 Fall 2026 International GPA 3.60,,Rejected on Apr 01,https://www.thegradcafe.com/survey?page=4&sort=newest,Rejected,,Apr 01,Fall 2026,International,,,,3.60,,Rejected on Apr 01 Fall 2026 International GPA 3.60,https://www.thegradcafe.com/survey?page=4&sort=newest
None,Umass Boston. First interview in Feb. Rejected in Apr. Umass boston is really bad at communication. Slow in decision making and delivering admissions results.,,,https://www.thegradcafe.com/survey?page=4&sort=newest,Rejected,,,,,,,,,,Umass Boston. First interview in Feb. Rejected in Apr. Umass boston is really bad at communication. Slow in decision making and delivering admissions results.,https://www.thegradcafe.com/survey?page=4&sort=newest
Southern Methodist University,Southern Methodist University,,Southern Methodist University,https://www.thegradcafe.com/result/1020221,Rejected,,Mar 04,,,,,PhD,,,"Southern Methodist University Biostatistics PhD May 16, 2026 Rejected on Mar 04 Total comments",https://www.thegradcafe.com/survey?page=4&sort=newest
Rejected on Mar 04 Fall 2026 International,Rejected on Mar 04 Fall 2026 International,,Rejected on Mar 04,https://www.thegradcafe.com/survey?page=4&sort=newest,Rejected,,Mar 04,Fall 2026,International,,,,,,Rejected on Mar 04 Fall 2026 International,https://www.thegradcafe.com/survey?page=4&sort=newest
McMaster University,McMaster University,,McMaster University,https://www.thegradcafe.com/result/1020220,Rejected,,Feb 19,,,,,PhD,,,"McMaster University Health Research Methodology PhD May 16, 2026 Rejected on Feb 19 Total comments",https://www.thegradcafe.com/survey?page=4&sort=newest
Rejected on Feb 19 Fall 2026 Other,Rejected on Feb 19 Fall 2026 Other,,Rejected on Feb 19,https://www.thegradcafe.com/survey?page=4&sort=newest,Rejected,,Feb 19,Fall 2026,,,,,,,Rejected on Feb 19 Fall 2026 Other,https://www.thegradcafe.com/survey?page=4&sort=newest
University of Iowa,University of Iowa,,University of Iowa,https://www.thegradcafe.com/result/1020219,Rejected,,May 08,,,,,PhD,,,"University of Iowa Chemistry PhD May 16, 2026 Rejected on May 08 Total comments",https://www.thegradcafe.com/survey?page=4&sort=newest
Rejected on May 08 Fall 2026 International GPA 3.39,Rejected on May 08 Fall 2026 International GPA 3.39,,Rejected on May 08,https://www.thegradcafe.com/survey?page=4&sort=newest,Rejected,,May 08,Fall 2026,International,,,,3.39,,Rejected on May 08 Fall 2026 International GPA 3.39,https://www.thegradcafe.com/survey?page=4&sort=newest
"University of California, Los Angeles","University of California, Los Angeles",,"University of California, Los Angeles",https://www.thegradcafe.com/result/1020218,Accepted,Feb 16,,,,,,Masters,,,"University of California, Los Angeles Bioengineering Masters May 15, 2026 Accepted on Feb 16 Total comments",https://www.thegradcafe.com/survey?page=4&sort=newest
Accepted on Feb 16 Fall 2026 International,Accepted on Feb 16 Fall 2026 International,,Accepted on Feb 16,https://www.thegradcafe.com/survey?page=4&sort=newest,Accepted,Feb 16,,Fall 2026,International,,,,,,Accepted on Feb 16 Fall 2026 International,https://www.thegradcafe.com/survey?page=4&sort=newest
"University of California, Davis","University of California, Davis",,"University of California, Davis",https://www.thegradcafe.com/result/1020217,Accepted,Jan 27,,,,,,PhD,,,"University of California, Davis Biomedical Engineering PhD May 15, 2026 Accepted on Jan 27 Total comments",https://www.thegradcafe.com/survey?page=4&sort=newest
Accepted on Jan 27 Fall 2026 International,Accepted on Jan 27 Fall 2026 International,,Accepted on Jan 27,https://www.thegradcafe.com/survey?page=4&sort=newest,Accepted,Jan 27,,Fall 2026,International,,,,,,Accepted on Jan 27 Fall 2026 International,https://www.thegradcafe.com/survey?page=4&sort=newest
University of Toronto,University of Toronto,,University of Toronto,https://www.thegradcafe.com/result/1020216,Accepted,Apr 02,,,,,,PhD,,,"University of Toronto Molecular Genetics PhD May 15, 2026 Accepted on Apr 02 Total comments",https://www.thegradcafe.com/survey?page=4&sort=newest
Accepted on Apr 02 Fall 2026 International,Accepted on Apr 02 Fall 2026 International,,Accepted on Apr 02,https://www.thegradcafe.com/survey?page=4&sort=newest,Accepted,Apr 02,,Fall 2026,International,,,,,,Accepted on Apr 02 Fall 2026 International,https://www.thegradcafe.com/survey?page=4&sort=newest
