program_name,university,comments,date_added,entry_url,applicant_status,acceptance_date,rejection_date,start_term,student_type,gre_score,gre_v_score,degree,gpa,gre_aw,raw_listing,source_page,initial_cluster,final_cluster
Information Management and Systems (MIMS),"University of California, Berkeley",,"University of California, Berkeley",https://www.thegradcafe.com/result/1005531,Accepted,Feb 19,,Fall 2026,American,,,Masters,4.0,,"University of California, Berkeley Information Management and Systems (MIMS) Masters Feb 20, 2026 Accepted on Feb 19 Total comments",https://www.thegradcafe.com/survey?page=734&sort=newest,25,61
Environmental Management,Duke University,,Duke University,https://www.thegradcafe.com/result/1005530,Accepted,Feb 20,,Fall 2026,American,,,Masters,4.0,,"Duke University Environmental Management Masters Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=734&sort=newest,25,53
American Studies,Yale University,,Yale University,https://www.thegradcafe.com/result/1005529,Rejected,,Feb 20,,American,,,PhD,,,"Yale University American Studies PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=734&sort=newest,34,78
Climate & Space Sciences & Engineering,University of Michigan - Ann Arbor,,University of Michigan - Ann Arbor,https://www.thegradcafe.com/result/1005528,Accepted,Feb 20,,Fall 2026,American,,,PhD,3.93,,"University of Michigan - Ann Arbor Climate & Space Sciences & Engineering PhD Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=734&sort=newest,39,36
Religion,University of Pennsylvania,,University of Pennsylvania,https://www.thegradcafe.com/result/1005527,Rejected,,Feb 20,Fall 2026,American,,,PhD,3.93,,"University of Pennsylvania Religion PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=734&sort=newest,25,45
Speech Language Pathology,NYU Steinhardt,,NYU Steinhardt,https://www.thegradcafe.com/result/1005526,Accepted,Feb 20,,Fall 2026,International,,,Masters,3.65,,"NYU Steinhardt Speech Language Pathology Masters Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=734&sort=newest,9,6
Speech Language Pathology,University of Nebraska at Omaha,,University of Nebraska at Omaha,https://www.thegradcafe.com/result/1005525,Accepted,Feb 20,,Fall 2026,American,,,Masters,3.65,,"University of Nebraska at Omaha Speech Language Pathology Masters Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=734&sort=newest,9,6
History of Art,University of Pennsylvania,,University of Pennsylvania,https://www.thegradcafe.com/result/1005524,Rejected,,Feb 20,,,,,PhD,,,"University of Pennsylvania History of Art PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=734&sort=newest,41,24
Linguistics,Massachusetts Institute of Technology (MIT),,Massachusetts Institute of Technology (MIT),https://www.thegradcafe.com/result/1005523,Accepted,Feb 20,,Fall 2026,International,,,PhD,,,"Massachusetts Institute of Technology (MIT) Linguistics PhD Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=734&sort=newest,0,19
Speech Language Pathology,University of Nebraska at Omaha,,University of Nebraska at Omaha,https://www.thegradcafe.com/result/1005522,Accepted,Feb 20,,Fall 2025,American,,,Masters,3.65,,"University of Nebraska at Omaha Speech Language Pathology Masters Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=735&sort=newest,9,6
Linguistics,University of Massachusetts Amherst,,University of Massachusetts Amherst,https://www.thegradcafe.com/result/1005521,Accepted,Feb 20,,Fall 2026,International,,,PhD,,,"University of Massachusetts Amherst Linguistics PhD Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=735&sort=newest,0,19
Art History,University of Pennsylvania,,University of Pennsylvania,https://www.thegradcafe.com/result/1005520,Rejected,,Feb 20,Fall 2026,American,,,PhD,,,"University of Pennsylvania Art History PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=735&sort=newest,41,24
Physics,University of Kentucky,,University of Kentucky,https://www.thegradcafe.com/result/1005519,Accepted,Feb 20,,,,,,PhD,,,"University of Kentucky Physics PhD Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=735&sort=newest,11,8
Speech Language Pathology,Emerson College,,Emerson College,https://www.thegradcafe.com/result/1005518,Accepted,Feb 20,,Fall 2026,American,,,Masters,3.98,,"Emerson College Speech Language Pathology Masters Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=735&sort=newest,9,6
Public Administration,baruch,,baruch,https://www.thegradcafe.com/result/1005517,Waitlisted,,,Fall 2026,American,,,Masters,,,"baruch Public Administration Masters Feb 20, 2026 Wait listed on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=735&sort=newest,0,73
Physics,"University of Maryland, College Park",,"University of Maryland, College Park",https://www.thegradcafe.com/result/1005516,Accepted,Feb 20,,,,,,PhD,,,"University of Maryland, College Park Physics PhD Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=735&sort=newest,11,8
Philosophy,University of Pennsylvania,,University of Pennsylvania,https://www.thegradcafe.com/result/1005515,Rejected,,Feb 20,Fall 2026,International,,,PhD,4.0,,"University of Pennsylvania Philosophy PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=735&sort=newest,4,9
Clinical Mental Health Counseling,auburn,,auburn,https://www.thegradcafe.com/result/1005514,Accepted,Feb 20,,Fall 2026,American,,,Masters,,,"auburn Clinical Mental Health Counseling Masters Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=735&sort=newest,33,21
Philosophy,University of Pennsylvania,,University of Pennsylvania,https://www.thegradcafe.com/result/1005513,Rejected,,Feb 20,Fall 2026,American,,,PhD,3.99,,"University of Pennsylvania Philosophy PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=735&sort=newest,4,9
Philosophy,University of Miami,,University of Miami,https://www.thegradcafe.com/result/1005512,Accepted,Feb 20,,Fall 2026,American,,,PhD,3.92,,"University of Miami Philosophy PhD Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=735&sort=newest,4,9
Computer Science,Brown University,,Brown University,https://www.thegradcafe.com/result/1005511,Accepted,Feb 20,,Fall 2026,International,,,PhD,4.0,,"Brown University Computer Science PhD Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=735&sort=newest,1,2
Higher Education,University of Wisconsin - Madison,,University of Wisconsin - Madison,https://www.thegradcafe.com/result/1005510,Rejected,,Jan 13,Fall 2026,International,,,PhD,,,"University of Wisconsin - Madison Higher Education PhD Feb 20, 2026 Rejected on Jan 13 Total comments",https://www.thegradcafe.com/survey?page=735&sort=newest,46,40
Anthropology,Yale University,,Yale University,https://www.thegradcafe.com/result/1005509,Rejected,,Feb 20,Fall 2026,American,,,PhD,3.4,,"Yale University Anthropology PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=735&sort=newest,48,29
Political Science,University of Toronto,,University of Toronto,https://www.thegradcafe.com/result/1005508,Accepted,Feb 20,,Fall 2026,International,,,Masters,3.97,,"University of Toronto Political Science Masters Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=735&sort=newest,3,20
Sociology,University of Washington,,University of Washington,https://www.thegradcafe.com/result/1005507,Rejected,,Feb 20,Fall 2026,American,,,PhD,3.94,,"University of Washington Sociology PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=735&sort=newest,33,18
Computer Science,University of Colorado Boulder,,University of Colorado Boulder,https://www.thegradcafe.com/result/1005506,Accepted,Feb 18,,Fall 2026,International,,,PhD,4.0,,"University of Colorado Boulder Computer Science PhD Feb 20, 2026 Accepted on Feb 18 Total comments",https://www.thegradcafe.com/survey?page=735&sort=newest,1,2
Anthropology,Yale University,,Yale University,https://www.thegradcafe.com/result/1005505,Rejected,,Feb 20,,,,,PhD,,,"Yale University Anthropology PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=735&sort=newest,48,29
Philosophy,University of Pennsylvania,,University of Pennsylvania,https://www.thegradcafe.com/result/1005504,Rejected,,Feb 20,Fall 2026,,,,PhD,,,"University of Pennsylvania Philosophy PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=735&sort=newest,4,9
Economics,University of British Columbia,,University of British Columbia,https://www.thegradcafe.com/result/1005503,Accepted,Feb 19,,Spring 2026,International,,,Masters,,,"University of British Columbia Economics Masters Feb 20, 2026 Accepted on Feb 19 Total comments",https://www.thegradcafe.com/survey?page=735&sort=newest,2,5
Epidemiology,University of Washington,,University of Washington,https://www.thegradcafe.com/result/1005502,Accepted,Feb 20,,Fall 2026,American,,,PhD,,,"University of Washington Epidemiology PhD Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=736&sort=newest,25,38
Art History,University of Pennsylvania,,University of Pennsylvania,https://www.thegradcafe.com/result/1005501,Rejected,,Feb 20,Fall 2026,American,,,PhD,4.0,,"University of Pennsylvania Art History PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=736&sort=newest,41,24
Speech Language Pathology,University of Delaware,,University of Delaware,https://www.thegradcafe.com/result/1005500,Rejected,,Feb 20,Fall 2026,American,,,Masters,3.4,,"University of Delaware Speech Language Pathology Masters Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=736&sort=newest,9,6
Operations Research and Financial Engineering,Princeton University,,Princeton University,https://www.thegradcafe.com/result/1005499,Rejected,,Feb 20,Fall 2026,International,,,PhD,3.92,,"Princeton University Operations Research and Financial Engineering PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=736&sort=newest,39,64
Philosophy,University of Pennsylvania,,University of Pennsylvania,https://www.thegradcafe.com/result/1005498,Rejected,,Feb 20,Fall 2026,American,,,PhD,,,"University of Pennsylvania Philosophy PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=736&sort=newest,4,9
American Studies,Yale University,,Yale University,https://www.thegradcafe.com/result/1005497,Rejected,,Feb 20,,American,,,PhD,,,"Yale University American Studies PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=736&sort=newest,34,78
Applied & Computational Mathematics,University of Chicago,,University of Chicago,https://www.thegradcafe.com/result/1005496,Rejected,,Feb 20,Fall 2026,American,,,PhD,3.89,,"University of Chicago Applied & Computational Mathematics PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=736&sort=newest,41,26
Religious Studies,University of Pennsylvania,,University of Pennsylvania,https://www.thegradcafe.com/result/1005495,Rejected,,Feb 20,Fall 2026,American,,,PhD,3.93,,"University of Pennsylvania Religious Studies PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=736&sort=newest,34,67
Chemical Engineering,University of Florida,,University of Florida,https://www.thegradcafe.com/result/1005494,Accepted,Nov 10,,Fall 2026,International,,,PhD,3.2,,"University of Florida Chemical Engineering PhD Feb 20, 2026 Accepted on Nov 10 Total comments",https://www.thegradcafe.com/survey?page=736&sort=newest,8,35
Nutrition,Texas A&M University - College Station,,Texas A&M University - College Station,https://www.thegradcafe.com/result/1005493,Rejected,,Feb 20,Fall 2026,International,,,PhD,3.81,,"Texas A&M University - College Station Nutrition PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=736&sort=newest,25,3
Sociocultural Anthropology,Yale University,,Yale University,https://www.thegradcafe.com/result/1005492,Rejected,,Feb 20,Fall 2026,International,,,PhD,,,"Yale University Sociocultural Anthropology PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=736&sort=newest,34,29
Economics,Berlin School of Economics,,Berlin School of Economics,https://www.thegradcafe.com/result/1005491,Waitlisted,,,Fall 2026,International,,,PhD,,,"Berlin School of Economics Economics PhD Feb 20, 2026 Wait listed on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=736&sort=newest,2,5
Religious Studies,University of Pennsylvania (UPenn),,University of Pennsylvania (UPenn),https://www.thegradcafe.com/result/1005490,Rejected,,Feb 20,,,,,PhD,,,"University of Pennsylvania (UPenn) Religious Studies PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=736&sort=newest,34,67
Environmental Management,Duke University,,Duke University,https://www.thegradcafe.com/result/1005488,Accepted,Feb 20,,Fall 2026,American,,,Masters,3.65,,"Duke University Environmental Management Masters Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=736&sort=newest,25,53
Philosophy,University of Pennsylvania,,University of Pennsylvania,https://www.thegradcafe.com/result/1005487,Rejected,,Feb 20,,,,,PhD,,,"University of Pennsylvania Philosophy PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=736&sort=newest,4,9
American Studies,Yale University,,Yale University,https://www.thegradcafe.com/result/1005486,Rejected,,Feb 20,,American,,,PhD,,,"Yale University American Studies PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=736&sort=newest,34,78
Speech Language Pathology,Emerson College,,Emerson College,https://www.thegradcafe.com/result/1005485,Rejected,,Feb 20,Fall 2026,American,,,Masters,3.3,,"Emerson College Speech Language Pathology Masters Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=736&sort=newest,9,6
Applied Mathematics,University of Chicago,,University of Chicago,https://www.thegradcafe.com/result/1005484,Rejected,,Feb 20,,,,,PhD,,,"University of Chicago Applied Mathematics PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=736&sort=newest,17,26
Archaeology,Yale University,,Yale University,https://www.thegradcafe.com/result/1005483,Rejected,,Feb 20,,,,,PhD,,,"Yale University Archaeology PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=736&sort=newest,25,3
Speech language pathology,Emerson College,,Emerson College,https://www.thegradcafe.com/result/1005482,Accepted,Feb 20,,Fall 2026,American,,,Masters,3.76,,"Emerson College Speech language pathology Masters Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=737&sort=newest,9,6
English,Binghamton University,,Binghamton University,https://www.thegradcafe.com/result/1005481,Rejected,,Feb 20,Fall 2026,International,,,PhD,,,"Binghamton University English PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=737&sort=newest,17,4
"Radio, Television, and Film",The University of Texas at Austin,,The University of Texas at Austin,https://www.thegradcafe.com/result/1005480,Rejected,,Feb 20,Fall 2026,American,,,PhD,3.8,,"The University of Texas at Austin Radio, Television, and Film PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=737&sort=newest,25,3
American Studies,Yale University,,Yale University,https://www.thegradcafe.com/result/1005479,Rejected,,Feb 20,Fall 2026,American,,,PhD,,,"Yale University American Studies PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=737&sort=newest,34,78
Speech Language Pathology,Auburn University,,Auburn University,https://www.thegradcafe.com/result/1005478,Accepted,Feb 20,,Fall 2026,American,,,Masters,3.88,,"Auburn University Speech Language Pathology Masters Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=737&sort=newest,9,6
Mechanical Engineering,The University of Texas at Austin,,The University of Texas at Austin,https://www.thegradcafe.com/result/1005477,Accepted,Feb 12,,Fall 2026,International,,,PhD,3.53,,"The University of Texas at Austin Mechanical Engineering PhD Feb 20, 2026 Accepted on Feb 12 Total comments",https://www.thegradcafe.com/survey?page=737&sort=newest,38,13
Applied & Computational Mathematics,University of Chicago,,University of Chicago,https://www.thegradcafe.com/result/1005476,Rejected,,Feb 20,Fall 2026,International,,,PhD,3.86,,"University of Chicago Applied & Computational Mathematics PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=737&sort=newest,41,26
Mechanical Engineering,University of Texas Austin,,University of Texas Austin,https://www.thegradcafe.com/result/1005475,Accepted,Feb 12,,,,,,PhD,,,"University of Texas Austin Mechanical Engineering PhD Feb 20, 2026 Accepted on Feb 12 Total comments",https://www.thegradcafe.com/survey?page=737&sort=newest,38,13
Social Psychology,Princeton University,,Princeton University,https://www.thegradcafe.com/result/1005474,Rejected,,Feb 20,Fall 2026,American,,,PhD,4.0,,"Princeton University Social Psychology PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=737&sort=newest,18,1
Mechanical Engineering,Massachusetts Institute of Technology (MIT),,Massachusetts Institute of Technology (MIT),https://www.thegradcafe.com/result/1005473,Rejected,,Feb 15,Fall 2026,International,167.0,142.0,PhD,3.53,,"Massachusetts Institute of Technology (MIT) Mechanical Engineering PhD Feb 20, 2026 Rejected on Feb 15 Total comments",https://www.thegradcafe.com/survey?page=737&sort=newest,38,13
Environmental Management,Duke University,,Duke University,https://www.thegradcafe.com/result/1005472,Accepted,Feb 20,,Fall 2026,American,,,Masters,3.55,,"Duke University Environmental Management Masters Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=737&sort=newest,25,53
Social Work,Georgia State University,,Georgia State University,https://www.thegradcafe.com/result/1005471,Accepted,Feb 20,,Fall 2026,American,,,Masters,,,"Georgia State University Social Work Masters Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=737&sort=newest,48,28
Political Science,University of Toronto,,University of Toronto,https://www.thegradcafe.com/result/1005470,Accepted,Feb 20,,Fall 2026,,,,Masters,3.72,,"University of Toronto Political Science Masters Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=737&sort=newest,3,20
Astronomy,Indiana University Bloomington,,Indiana University Bloomington,https://www.thegradcafe.com/result/1005469,Rejected,,Feb 20,Fall 2026,American,,,PhD,3.89,,"Indiana University Bloomington Astronomy PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=737&sort=newest,34,62
Materials Science And Engineering,Georgia Institute of Technology,,Georgia Institute of Technology,https://www.thegradcafe.com/result/1005468,Waitlisted,,,Fall 2026,International,,,PhD,4.0,,"Georgia Institute of Technology Materials Science And Engineering PhD Feb 20, 2026 Wait listed on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=737&sort=newest,31,39
Mechanical Engineering,University of Illinois Urbana-Champaign,,University of Illinois Urbana-Champaign,https://www.thegradcafe.com/result/1005467,Rejected,,Feb 13,Fall 2026,International,,,PhD,,,"University of Illinois Urbana-Champaign Mechanical Engineering PhD Feb 20, 2026 Rejected on Feb 13 Total comments",https://www.thegradcafe.com/survey?page=737&sort=newest,38,13
Library And Information Science,Pratt Institute,,Pratt Institute,https://www.thegradcafe.com/result/1005466,Accepted,Feb 18,,Fall 2026,American,,,Masters,3.8,,"Pratt Institute Library And Information Science Masters Feb 20, 2026 Accepted on Feb 18 Total comments",https://www.thegradcafe.com/survey?page=737&sort=newest,27,33
Materials Science And Engineering,Georgia Institute of Technology,,Georgia Institute of Technology,https://www.thegradcafe.com/result/1005465,Waitlisted,,,Fall 2026,International,,,PhD,,,"Georgia Institute of Technology Materials Science And Engineering PhD Feb 20, 2026 Wait listed on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=737&sort=newest,31,39
Philosophy,University of Maryland,,University of Maryland,https://www.thegradcafe.com/result/1005463,Accepted,Feb 20,,Fall 2026,International,,,PhD,,,"University of Maryland Philosophy PhD Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=737&sort=newest,4,9
Political Science,University of Wisconsin - Madison,,University of Wisconsin - Madison,https://www.thegradcafe.com/result/1005462,Rejected,,Feb 20,Fall 2026,International,,,PhD,,,"University of Wisconsin - Madison Political Science PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=738&sort=newest,3,20
Statistics,University of Wisconsin - Madison,,University of Wisconsin - Madison,https://www.thegradcafe.com/result/1005461,Accepted,Feb 20,,Fall 2026,International,,,PhD,3.99,,"University of Wisconsin - Madison Statistics PhD Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=738&sort=newest,18,7
Political Science,University of Toronto,,University of Toronto,https://www.thegradcafe.com/result/1005460,Accepted,Feb 20,,Fall 2026,,,,Masters,3.9,,"University of Toronto Political Science Masters Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=738&sort=newest,3,20
Statistics,Princeton University,,Princeton University,https://www.thegradcafe.com/result/1005459,Accepted,Feb 20,,,,,,PhD,,,"Princeton University Statistics PhD Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=738&sort=newest,18,7
Environment,Yale University,,Yale University,https://www.thegradcafe.com/result/1005458,Rejected,,Feb 20,Fall 2026,American,,,PhD,,,"Yale University Environment PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=738&sort=newest,25,3
Statistics,The Wharton School,,The Wharton School,https://www.thegradcafe.com/result/1005457,Accepted,Feb 20,,,,,,PhD,,,"The Wharton School Statistics PhD Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=738&sort=newest,18,7
AeroAstro,Massachusetts Institute of Technology (MIT),,Massachusetts Institute of Technology (MIT),https://www.thegradcafe.com/result/1005456,Rejected,,Feb 19,Fall 2026,American,,,PhD,3.43,,"Massachusetts Institute of Technology (MIT) AeroAstro PhD Feb 20, 2026 Rejected on Feb 19 Total comments",https://www.thegradcafe.com/survey?page=738&sort=newest,25,3
Educational Policy Studies,University of Wisconsin - Madison,,University of Wisconsin - Madison,https://www.thegradcafe.com/result/1005455,Rejected,,Feb 09,Fall 2026,International,,,PhD,,,"University of Wisconsin - Madison Educational Policy Studies PhD Feb 20, 2026 Rejected on Feb 09 Total comments",https://www.thegradcafe.com/survey?page=738&sort=newest,48,60
Statistics,University of Michigan - Ann Arbor,,University of Michigan - Ann Arbor,https://www.thegradcafe.com/result/1005454,Accepted,Feb 16,,Fall 2026,International,,,PhD,3.99,,"University of Michigan - Ann Arbor Statistics PhD Feb 20, 2026 Accepted on Feb 16 Total comments",https://www.thegradcafe.com/survey?page=738&sort=newest,18,7
PhD in Education with an emphasis in Research & Evaluation Methodology,University of Colorado Boulder,,University of Colorado Boulder,https://www.thegradcafe.com/result/1005452,Rejected,,Jan 15,Fall 2026,International,,,PhD,,,"University of Colorado Boulder PhD in Education with an emphasis in Research & Evaluation Methodology PhD Feb 20, 2026 Rejected on Jan 15 Total comments",https://www.thegradcafe.com/survey?page=738&sort=newest,46,3
History,The University of North Carolina at Greensboro,,The University of North Carolina at Greensboro,https://www.thegradcafe.com/result/1005451,Accepted,Jan 26,,Fall 2026,American,,,PhD,,,"The University of North Carolina at Greensboro History PhD Feb 20, 2026 Accepted on Jan 26 Total comments",https://www.thegradcafe.com/survey?page=738&sort=newest,41,14
American History,University of Wisconsin,,University of Wisconsin,https://www.thegradcafe.com/result/1005449,Rejected,,Feb 03,Fall 2026,American,,,PhD,,,"University of Wisconsin American History PhD Feb 20, 2026 Rejected on Feb 03 Total comments",https://www.thegradcafe.com/survey?page=738&sort=newest,18,78
Physics,University of Wyoming,,University of Wyoming,https://www.thegradcafe.com/result/1005448,Rejected,,Feb 20,Fall 2026,American,,,PhD,3.3,,"University of Wyoming Physics PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=738&sort=newest,11,8
"History of Science, Technology, and Medicine",University of Wisconsin,,University of Wisconsin,https://www.thegradcafe.com/result/1005447,Rejected,,Feb 03,,,,,PhD,,,"University of Wisconsin History of Science, Technology, and Medicine PhD Feb 20, 2026 Rejected on Feb 03 Total comments",https://www.thegradcafe.com/survey?page=738&sort=newest,22,17
History,SUNY Buffalo,,SUNY Buffalo,https://www.thegradcafe.com/result/1005446,Rejected,,Jan 28,Fall 2026,American,,,PhD,,,"SUNY Buffalo History PhD Feb 20, 2026 Rejected on Jan 28 Total comments",https://www.thegradcafe.com/survey?page=738&sort=newest,41,14
Applied Physics,University of Michigan - Ann Arbor,,University of Michigan - Ann Arbor,https://www.thegradcafe.com/result/1005445,Rejected,,Feb 20,Fall 2026,International,,,PhD,4.0,,"University of Michigan - Ann Arbor Applied Physics PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=738&sort=newest,24,69
History,Boston University,,Boston University,https://www.thegradcafe.com/result/1005444,Rejected,,Feb 02,Fall 2026,American,,,PhD,,,"Boston University History PhD Feb 20, 2026 Rejected on Feb 02 Total comments",https://www.thegradcafe.com/survey?page=738&sort=newest,41,14
Political Science,Boston University,,Boston University,https://www.thegradcafe.com/result/1005443,Accepted,Feb 11,,Fall 2026,American,,,PhD,3.84,,"Boston University Political Science PhD Feb 20, 2026 Accepted on Feb 11 Total comments",https://www.thegradcafe.com/survey?page=738&sort=newest,3,20
Biomedical Science,Rush University,,Rush University,https://www.thegradcafe.com/result/1005442,Rejected,,Jan 30,Fall 2026,American,,,PhD,,,"Rush University Biomedical Science PhD Feb 20, 2026 Rejected on Jan 30 Total comments",https://www.thegradcafe.com/survey?page=738&sort=newest,12,30
Clinical Mental Health Counseling,Villanova University,,Villanova University,https://www.thegradcafe.com/result/1005441,Accepted,Feb 20,,Fall 2026,American,,,Masters,,,"Villanova University Clinical Mental Health Counseling Masters Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=739&sort=newest,33,21
Biological Sciences,Northwestern University Feinberg School of Medicine,,Northwestern University Feinberg School of Medicine,https://www.thegradcafe.com/result/1005440,Rejected,,Feb 20,Fall 2026,American,,,PhD,,,"Northwestern University Feinberg School of Medicine Biological Sciences PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=739&sort=newest,0,36
Psychology,Princeton University,,Princeton University,https://www.thegradcafe.com/result/1005439,Rejected,,Feb 20,,,,,PhD,,,"Princeton University Psychology PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=739&sort=newest,7,1
Education and Society,McGill University,,McGill University,https://www.thegradcafe.com/result/1005438,Accepted,Feb 19,,Fall 2026,International,,,Masters,3.85,,"McGill University Education and Society Masters Feb 20, 2026 Accepted on Feb 19 Total comments",https://www.thegradcafe.com/survey?page=739&sort=newest,46,40
Health Psychology,UNC Charlotte,,UNC Charlotte,https://www.thegradcafe.com/result/1005437,Accepted,Feb 27,,Fall 2026,American,,,PhD,,,"UNC Charlotte Health Psychology PhD Feb 20, 2026 Accepted on Feb 27 Total comments",https://www.thegradcafe.com/survey?page=739&sort=newest,18,1
Health Psychology,Clemson University,,Clemson University,https://www.thegradcafe.com/result/1005435,Rejected,,Feb 19,Fall 2026,American,,,PhD,,,"Clemson University Health Psychology PhD Feb 20, 2026 Rejected on Feb 19 Total comments",https://www.thegradcafe.com/survey?page=739&sort=newest,18,1
Political Science,Purdue University,,Purdue University,https://www.thegradcafe.com/result/1005434,Accepted,Feb 19,,Fall 2026,American,,,PhD,4.0,,"Purdue University Political Science PhD Feb 20, 2026 Accepted on Feb 19 Total comments",https://www.thegradcafe.com/survey?page=739&sort=newest,3,20
